"K \ M","1000","3000","5000","7000","9000","11000","13000","15000","17000","19000","21000","23000","25000","27000","29000","31000","33000","35000","37000","39000","41000","43000","45000","47000","49000","51000","53000","55000","57000","59000","61000","63000","65000","67000","69000","71000","73000","75000","77000","79000","81000","83000","85000","87000","89000","91000","93000","95000","97000","99000","101000"
"41","1000","2900","4379","5432","6174","6687","7211","7536","7752","7967","8196","8305","8542","8637","8760","8823","8875","9007","9042","9099","9181","9216","9250","9309","9327","9363","9446","9406","9489","9511","9561","9545","9553","9632","9653","9631","9679","9715","9765","9707","9722","9749","9767","9790","9769","9797","9844","9869","9856","9869","9872"
"","1000","3000","5000","7000","9000","11000","13000","15000","17000","19000","21000","23000","25000","27000","29000","31000","33000","35000","37000","39000","41000","43000","45000","47000","49000","51000","53000","55000","56999","59000","60999","62999","64998","66995","68998","70994","72996","74996","76991","78993","80983","82989","84980","86970","88962","90962","92960","94955","96947","98931","100928"
"","1000","2900","4379","5432","6174","6687","7211","7536","7752","7967","8196","8305","8542","8637","8760","8823","8875","9007","9042","9099","9181","9216","9250","9309","9327","9363","9446","9406","9489","9511","9561","9545","9553","9631","9653","9631","9679","9714","9764","9706","9720","9746","9766","9787","9765","9789","9841","9865","9853","9863","9864"
"","17645","4481","322","243","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","241","240","241","241","241","240","240","240","239","238","240","238","237","232","238","237","238","234","233"
